usuarioid;bicicletaid;origenfecha;origenestacionid;origennombre;destinofecha;destinoestacionid;destinonombre;tiempouso
13593;1097;2013-01-03 12:21:14.42;24;PLAZA DE MAYO;2013-01-03 12:50:44.857;28;PLAZA SAN MARTIN;30
55174;1383;2013-01-03 12:21:18.437;15;CONGRESO;2013-01-03 13:29:52.7;22;VIRREY CEVALLOS;69
72659;1439;2013-01-03 12:21:26.327;19;PLAZA VICENTE LOPEZ;2013-01-03 13:14:07.903;21;PACIFICO;53
71837;848;2013-01-03 12:21:46.107;8;PLAZA ITALIA;2013-01-03 12:55:41.763;3;RETIRO;34
33297;1508;2013-01-03 12:21:54.14;27;INDEPENDENCIA;2013-01-03 13:00:33.983;27;INDEPENDENCIA;39
72661;1355;2013-01-03 12:22:15.56;25;PLAZA ALMAGRO;2013-01-03 12:54:31.81;15;CONGRESO;32
23839;112;2013-01-03 12:22:21.623;28;PLAZA SAN MARTIN;2013-01-03 12:45:20.593;24;PLAZA DE MAYO;23
51096;249;2013-01-03 12:22:30.67;18;TRIBUNALES;2013-01-03 12:30:54.09;3;RETIRO;8
67157;976;2013-01-03 12:22:42.123;34;SUIPACHA;2013-01-03 12:42:12.983;22;VIRREY CEVALLOS;20
29978;1145;2013-01-03 12:22:42.56;28;PLAZA SAN MARTIN;2013-01-03 13:01:00.5;28;PLAZA SAN MARTIN;38
22540;1402;2013-01-03 12:22:45.293;8;PLAZA ITALIA;2013-01-03 13:25:25.233;21;PACIFICO;63
7302;886;2013-01-03 12:22:51.31;5;ADUANA;2013-01-03 12:32:21.983;9;PARQUE LEZAMA;10
72655;1188;2013-01-03 12:22:51.733;27;INDEPENDENCIA;2013-01-03 13:05:13.92;20;ONCE;42
62698;931;2013-01-03 12:22:56.717;3;RETIRO;2013-01-03 12:32:07.28;7;PLAZA ROMA;9
34985;501;2013-01-03 12:23:04.483;10;OBELISCO;2013-01-03 12:36:34.17;22;VIRREY CEVALLOS;13
72662;694;2013-01-03 12:23:06.45;27;INDEPENDENCIA;2013-01-03 13:03:50.827;20;ONCE;41
16988;406;2013-01-03 12:23:12.873;35;ALSINA ;2013-01-03 13:04:55.793;24;PLAZA DE MAYO;42
30163;1334;2013-01-03 12:23:14.81;36;EMMA DE LA BARRA;2013-01-03 12:55:13.123;36;EMMA DE LA BARRA;32
62875;1080;2013-01-03 12:23:23.733;27;INDEPENDENCIA;2013-01-03 12:29:54.7;24;PLAZA DE MAYO;7
24361;1612;2013-01-03 12:23:28.687;5;ADUANA;2013-01-03 12:36:14.547;9;PARQUE LEZAMA;13
19867;1366;2013-01-03 12:23:34.857;34;SUIPACHA;2013-01-03 12:37:35.967;7;PLAZA ROMA;14
5948;127;2013-01-03 12:23:38.84;9;PARQUE LEZAMA;2013-01-03 13:22:51.56;9;PARQUE LEZAMA;59
8222;1173;2013-01-03 12:23:59.687;7;PLAZA ROMA;2013-01-03 13:16:45.2;7;PLAZA ROMA;53
65906;1291;2013-01-03 12:24:07.747;24;PLAZA DE MAYO;2013-01-03 12:51:31.437;36;EMMA DE LA BARRA;27
67010;1235;2013-01-03 12:24:16.747;5;ADUANA;2013-01-03 13:00:11.31;7;PLAZA ROMA;36
5484;1424;2013-01-03 12:24:31.983;9;PARQUE LEZAMA;2013-01-03 13:22:27.373;9;PARQUE LEZAMA;58
19714;1619;2013-01-03 12:24:32.153;20;ONCE;2013-01-03 12:49:22.357;20;ONCE;25
57370;448;2013-01-03 12:24:40.937;8;PLAZA ITALIA;2013-01-03 12:47:11.763;30;DISTRITO AUDIOVISUAL;23
52259;692;2013-01-03 12:24:59.2;24;PLAZA DE MAYO;2013-01-03 12:32:19.293;10;OBELISCO;7
37077;960;2013-01-03 12:25:12.03;15;CONGRESO;2013-01-03 12:42:18.717;3;RETIRO;17
71723;1083;2013-01-03 12:25:15.717;3;RETIRO;2013-01-03 13:17:42.343;18;TRIBUNALES;52
40712;1158;2013-01-03 12:25:21.047;5;ADUANA;2013-01-03 12:35:58.53;35;ALSINA ;11
49298;1051;2013-01-03 12:25:37.95;8;PLAZA ITALIA;2013-01-03 12:56:01.543;8;PLAZA ITALIA;30
66296;1421;2013-01-03 12:25:39.67;16;PARQUE LAS HERAS;2013-01-03 13:16:37.67;16;PARQUE LAS HERAS;51
29765;1150;2013-01-03 12:25:49.64;18;TRIBUNALES;2013-01-03 12:35:53.577;23;PLAZA HOUSSAY;10
3491;1309;2013-01-03 12:26:02.733;3;RETIRO;2013-01-03 13:11:29.607;24;PLAZA DE MAYO;45
72664;780;2013-01-03 12:26:03.217;23;PLAZA HOUSSAY;2013-01-03 13:01:10.64;23;PLAZA HOUSSAY;35
72620;29;2013-01-03 12:26:03.687;20;ONCE;2013-01-03 12:44:47.03;16;PARQUE LAS HERAS;19
8472;92;2013-01-03 12:26:18.437;35;ALSINA ;2013-01-03 12:54:09.013;16;PARQUE LAS HERAS;28
24533;1156;2013-01-03 12:26:39.043;34;SUIPACHA;2013-01-03 12:32:21.983;33;ARENALES;6
31818;1478;2013-01-03 12:26:58.967;23;PLAZA HOUSSAY;2013-01-03 13:11:06.357;23;PLAZA HOUSSAY;44
33193;1067;2013-01-03 12:27:06.403;19;PLAZA VICENTE LOPEZ;2013-01-03 12:43:51.95;24;PLAZA DE MAYO;17
71020;411;2013-01-03 12:27:13.09;20;ONCE;2013-01-03 12:43:35.92;22;VIRREY CEVALLOS;16
71306;1073;2013-01-03 12:27:20.153;7;PLAZA ROMA;2013-01-03 12:33:49.67;24;PLAZA DE MAYO;6
9507;1434;2013-01-03 12:27:42.56;17;UCA PUERTO MADERO;2013-01-03 12:42:46.793;3;RETIRO;15
41138;1137;2013-01-03 12:27:43.543;16;PARQUE LAS HERAS;2013-01-03 12:54:25.7;21;PACIFICO;27
35207;880;2013-01-03 12:28:03.31;19;PLAZA VICENTE LOPEZ;2013-01-03 12:41:33.89;5;ADUANA;14
63083;1019;2013-01-03 12:28:12.09;15;CONGRESO;2013-01-03 12:33:06.547;24;PLAZA DE MAYO;5
69491;391;2013-01-03 12:28:49.373;3;RETIRO;2013-01-03 12:39:24.39;34;SUIPACHA;11
28493;78;2013-01-03 12:29:36.233;3;RETIRO;2013-01-03 12:41:43.7;19;PLAZA VICENTE LOPEZ;12
58151;1059;2013-01-03 12:29:52.53;18;TRIBUNALES;2013-01-03 14:05:41.827;33;ARENALES;96
63303;820;2013-01-03 12:29:57.467;16;PARQUE LAS HERAS;2013-01-03 12:43:07.81;25;PLAZA ALMAGRO;13
59607;684;2013-01-03 12:30:37.467;36;EMMA DE LA BARRA;2013-01-03 13:44:19.373;36;EMMA DE LA BARRA;74
26367;1260;2013-01-03 12:30:56.31;33;ARENALES;2013-01-03 12:54:00.78;17;UCA PUERTO MADERO;23
66288;1327;2013-01-03 12:31:00.7;8;PLAZA ITALIA;2013-01-03 12:55:13.75;3;RETIRO;24
61830;1244;2013-01-03 12:31:04.92;9;PARQUE LEZAMA;2013-01-03 13:22:39.7;23;PLAZA HOUSSAY;52
62699;860;2013-01-03 12:31:11.403;10;OBELISCO;2013-01-03 13:25:07.827;24;PLAZA DE MAYO;54
42491;946;2013-01-03 12:31:13.967;7;PLAZA ROMA;2013-01-03 12:53:41.903;10;OBELISCO;22
65243;1280;2013-01-03 12:31:28;30;DISTRITO AUDIOVISUAL;2013-01-03 13:20:38.077;7;PLAZA ROMA;49
41140;126;2013-01-03 12:31:33.36;34;SUIPACHA;2013-01-03 13:04:39.373;33;ARENALES;33
72322;1469;2013-01-03 12:31:37.623;27;INDEPENDENCIA;2013-01-03 12:47:14.873;18;TRIBUNALES;16
45761;1001;2013-01-03 12:31:40.67;34;SUIPACHA;2013-01-03 12:57:27.81;15;CONGRESO;26
72321;833;2013-01-03 12:31:40.7;27;INDEPENDENCIA;2013-01-03 12:47:15.263;18;TRIBUNALES;16
53504;1501;2013-01-03 12:31:44.437;15;CONGRESO;2013-01-03 12:37:54.67;24;PLAZA DE MAYO;6
42609;656;2013-01-03 12:32:46.763;24;PLAZA DE MAYO;2013-01-03 12:42:33.483;27;INDEPENDENCIA;10
56007;1488;2013-01-03 12:33:01.623;28;PLAZA SAN MARTIN;2013-01-03 12:54:43.263;16;PARQUE LAS HERAS;22
53063;692;2013-01-03 12:33:17.03;10;OBELISCO;2013-01-03 12:46:28.45;5;ADUANA;13
71630;115;2013-01-03 12:33:25.717;18;TRIBUNALES;2013-01-03 13:15:17.03;23;PLAZA HOUSSAY;42
59050;851;2013-01-03 12:33:42.653;7;PLAZA ROMA;2013-01-03 13:09:07.123;21;PACIFICO;35
72653;193;2013-01-03 12:34:08.187;16;PARQUE LAS HERAS;2013-01-03 12:51:04.28;23;PLAZA HOUSSAY;17
35096;210;2013-01-03 12:34:29.827;6;DERECHO;2013-01-03 12:53:56.217;6;DERECHO;19
12511;638;2013-01-03 12:34:32.343;36;EMMA DE LA BARRA;2013-01-03 13:48:14.89;36;EMMA DE LA BARRA;74
56606;1356;2013-01-03 12:34:36.263;24;PLAZA DE MAYO;2013-01-03 13:04:01.03;24;PLAZA DE MAYO;29
12775;1332;2013-01-03 12:34:40.17;36;EMMA DE LA BARRA;2013-01-03 13:48:18.64;36;EMMA DE LA BARRA;74
16118;932;2013-01-03 12:34:44.843;28;PLAZA SAN MARTIN;2013-01-03 13:05:21.153;28;PLAZA SAN MARTIN;31
70918;1249;2013-01-03 12:35:24.577;5;ADUANA;2013-01-03 12:45:10.043;7;PLAZA ROMA;10
71170;1468;2013-01-03 12:36:06.983;17;UCA PUERTO MADERO;2013-01-03 13:12:33.187;17;UCA PUERTO MADERO;36
50216;973;2013-01-03 12:36:21.467;37;PLAZA GÜEMES;2013-01-03 13:20:16.233;16;PARQUE LAS HERAS;44
70987;1460;2013-01-03 12:36:27.687;32;PARQUE PATRICIOS ;2013-01-03 12:56:47.747;9;PARQUE LEZAMA;20
57664;909;2013-01-03 12:37:16.11;10;OBELISCO;2013-01-03 17:04:42.293;20;ONCE;267
9681;1344;2013-01-03 12:37:58.497;7;PLAZA ROMA;2013-01-03 13:39:54.14;7;PLAZA ROMA;62
7433;1446;2013-01-03 12:38:17.077;10;OBELISCO;2013-01-03 13:27:21.513;15;CONGRESO;49
4093;1174;2013-01-03 12:38:35.577;34;SUIPACHA;2013-01-03 12:52:27.013;5;ADUANA;14
70193;1258;2013-01-03 12:39:05.217;24;PLAZA DE MAYO;2013-01-03 13:16:05.293;24;PLAZA DE MAYO;37
33223;501;2013-01-03 12:39:07.45;22;VIRREY CEVALLOS;2013-01-03 12:52:59.373;15;CONGRESO;14
33860;1502;2013-01-03 12:39:11.217;36;EMMA DE LA BARRA;2013-01-03 12:52:06.937;24;PLAZA DE MAYO;13
46403;304;2013-01-03 12:39:16.61;10;OBELISCO;2013-01-03 12:48:34.42;27;INDEPENDENCIA;9
41721;1040;2013-01-03 12:39:34.623;6;DERECHO;2013-01-03 13:18:50.873;16;PARQUE LAS HERAS;39
67350;1156;2013-01-03 12:39:35.67;33;ARENALES;2013-01-03 13:03:06.107;33;ARENALES;24
61540;1065;2013-01-03 12:39:52.687;10;OBELISCO;2013-01-03 12:56:19.513;34;SUIPACHA;16
59193;249;2013-01-03 12:39:57.92;3;RETIRO;2013-01-03 13:22:38.14;16;PARQUE LAS HERAS;43
72534;167;2013-01-03 12:40:00.997;8;PLAZA ITALIA;2013-01-03 13:09:14.39;19;PLAZA VICENTE LOPEZ;29
15772;107;2013-01-03 12:40:11.81;7;PLAZA ROMA;2013-01-03 13:39:16.983;5;ADUANA;59
31889;1480;2013-01-03 12:40:13.467;25;PLAZA ALMAGRO;2013-01-03 13:08:22.593;3;RETIRO;28
58718;1248;2013-01-03 12:40:26.56;24;PLAZA DE MAYO;2013-01-03 13:27:32.593;24;PLAZA DE MAYO;47
22366;1073;2013-01-03 12:40:45.483;24;PLAZA DE MAYO;2013-01-03 13:28:11.14;34;SUIPACHA;47
52829;248;2013-01-03 12:40:45.717;19;PLAZA VICENTE LOPEZ;2013-01-03 12:55:36.483;20;ONCE;15
72666;787;2013-01-03 12:41:31.967;25;PLAZA ALMAGRO;2013-01-03 12:46:02.187;25;PLAZA ALMAGRO;5
4548;1107;2013-01-03 12:41:33.217;7;PLAZA ROMA;2013-01-03 13:19:24.53;24;PLAZA DE MAYO;38
71976;1422;2013-01-03 12:41:51.28;5;ADUANA;2013-01-03 12:51:32.45;35;ALSINA ;10
23720;1150;2013-01-03 12:41:54.547;23;PLAZA HOUSSAY;2013-01-03 13:26:36.61;23;PLAZA HOUSSAY;45
20772;1472;2013-01-03 12:42:24.733;15;CONGRESO;2013-01-03 13:42:07.36;22;VIRREY CEVALLOS;60
58390;1359;2013-01-03 12:42:31.123;3;RETIRO;2013-01-03 12:52:19.047;34;SUIPACHA;10
48281;1177;2013-01-03 12:42:44.577;24;PLAZA DE MAYO;2013-01-03 12:59:03.42;27;INDEPENDENCIA;16
54266;1357;2013-01-03 12:42:47.013;8;PLAZA ITALIA;2013-01-03 13:37:59.56;16;PARQUE LAS HERAS;55
20872;1513;2013-01-03 12:42:58.717;33;ARENALES;2013-01-03 12:49:23.28;18;TRIBUNALES;6
69240;1143;2013-01-03 12:43:24.373;36;EMMA DE LA BARRA;2013-01-03 13:24:29.09;36;EMMA DE LA BARRA;41
67896;1158;2013-01-03 12:43:36.843;35;ALSINA ;2013-01-03 12:56:33.653;33;ARENALES;13
72601;1507;2013-01-03 12:43:49.28;37;PLAZA GÜEMES;2013-01-03 13:00:06.483;30;DISTRITO AUDIOVISUAL;16
45692;1253;2013-01-03 12:44:06.5;10;OBELISCO;2013-01-03 13:33:16.187;28;PLAZA SAN MARTIN;49
62560;820;2013-01-03 12:44:11.827;25;PLAZA ALMAGRO;2013-01-03 13:02:34.64;23;PLAZA HOUSSAY;18
66212;1011;2013-01-03 12:44:15.403;25;PLAZA ALMAGRO;2013-01-03 13:01:32.593;23;PLAZA HOUSSAY;17
54924;1290;2013-01-03 12:44:18.61;17;UCA PUERTO MADERO;2013-01-03 13:00:04.81;3;RETIRO;16
71588;819;2013-01-03 12:44:38.39;33;ARENALES;2013-01-03 12:45:31.437;33;ARENALES;1
11058;1178;2013-01-03 12:45:16.42;36;EMMA DE LA BARRA;2013-01-03 13:49:17.983;36;EMMA DE LA BARRA;64
72239;141;2013-01-03 12:45:16.95;36;EMMA DE LA BARRA;2013-01-03 13:49:07.56;36;EMMA DE LA BARRA;64
13930;914;2013-01-03 12:45:31.123;15;CONGRESO;2013-01-03 12:53:42.14;35;ALSINA ;8
71588;918;2013-01-03 12:45:51.84;33;ARENALES;2013-01-03 12:51:40.043;33;ARENALES;6
71433;59;2013-01-03 12:46:10.437;33;ARENALES;2013-01-03 13:27:56.81;37;PLAZA GÜEMES;42
70376;1114;2013-01-03 12:46:12.89;18;TRIBUNALES;2013-01-03 12:58:30.187;22;VIRREY CEVALLOS;12
50629;1200;2013-01-03 12:46:14.247;35;ALSINA ;2013-01-03 13:52:24.733;25;PLAZA ALMAGRO;66
61190;1522;2013-01-03 12:47:03.7;17;UCA PUERTO MADERO;2013-01-03 13:12:12.653;20;ONCE;25
54784;887;2013-01-03 12:47:09.81;15;CONGRESO;2013-01-03 12:50:50.187;24;PLAZA DE MAYO;4
64414;1434;2013-01-03 12:47:18.763;3;RETIRO;2013-01-03 12:58:41.827;36;EMMA DE LA BARRA;11
16644;925;2013-01-03 12:47:22.513;6;DERECHO;2013-01-03 13:48:10.293;8;PLAZA ITALIA;61
58627;1045;2013-01-03 12:47:23.717;18;TRIBUNALES;2013-01-03 13:30:24.547;18;TRIBUNALES;43
57363;722;2013-01-03 12:47:26.403;28;PLAZA SAN MARTIN;2013-01-03 13:01:10.983;5;ADUANA;14
7392;960;2013-01-03 12:47:46.247;3;RETIRO;2013-01-03 13:21:00.013;7;PLAZA ROMA;33
53241;735;2013-01-03 12:48:16.403;9;PARQUE LEZAMA;2013-01-03 13:51:24.2;9;PARQUE LEZAMA;63
63754;205;2013-01-03 12:48:27.7;36;EMMA DE LA BARRA;2013-01-03 13:02:44.89;10;OBELISCO;14
8849;1283;2013-01-03 12:48:35.513;8;PLAZA ITALIA;2013-01-03 13:19:34.653;16;PARQUE LAS HERAS;31
40882;1109;2013-01-03 12:48:41.403;19;PLAZA VICENTE LOPEZ;2013-01-03 12:59:12.437;16;PARQUE LAS HERAS;11
40798;304;2013-01-03 12:48:49.547;27;INDEPENDENCIA;2013-01-03 13:01:46.92;34;SUIPACHA;13
68032;1501;2013-01-03 12:49:47.403;24;PLAZA DE MAYO;2013-01-03 14:34:00.357;24;PLAZA DE MAYO;104
42532;1126;2013-01-03 12:49:54.123;5;ADUANA;2013-01-03 13:16:40.467;23;PLAZA HOUSSAY;27
19714;1619;2013-01-03 12:50:01.34;20;ONCE;2013-01-03 13:28:12.95;33;ARENALES;38
67958;819;2013-01-03 12:50:50.95;33;ARENALES;2013-01-03 13:31:30.95;5;ADUANA;41
52449;1115;2013-01-03 12:50:55.233;20;ONCE;2013-01-03 13:28:34.967;18;TRIBUNALES;38
17032;833;2013-01-03 12:50:58.36;18;TRIBUNALES;2013-01-03 13:08:17.2;27;INDEPENDENCIA;17
68366;1476;2013-01-03 12:51:06.967;10;OBELISCO;2013-01-03 13:40:23.687;27;INDEPENDENCIA;49
65509;933;2013-01-03 12:51:12.39;28;PLAZA SAN MARTIN;2013-01-03 13:17:57.653;20;ONCE;27
19178;1584;2013-01-03 12:51:13.5;7;PLAZA ROMA;2013-01-03 13:03:08.06;24;PLAZA DE MAYO;12
71996;814;2013-01-03 12:51:32.967;16;PARQUE LAS HERAS;2013-01-03 13:31:27.547;15;CONGRESO;40
71588;13;2013-01-03 12:51:56.59;33;ARENALES;2013-01-03 13:15:50.187;33;ARENALES;24
40073;1308;2013-01-03 12:52:04.607;7;PLAZA ROMA;2013-01-03 13:03:42.92;24;PLAZA DE MAYO;12
72497;1026;2013-01-03 12:52:11.937;20;ONCE;2013-01-03 13:20:11.763;34;SUIPACHA;28
43591;1050;2013-01-03 12:52:31.67;5;ADUANA;2013-01-03 13:12:46.967;22;VIRREY CEVALLOS;20
65906;1291;2013-01-03 12:52:55.513;36;EMMA DE LA BARRA;2013-01-03 13:18:51.547;24;PLAZA DE MAYO;26
71126;1077;2013-01-03 12:52:55.763;10;OBELISCO;2013-01-03 13:50:42.607;24;PLAZA DE MAYO;58
30018;1593;2013-01-03 12:53:12.39;34;SUIPACHA;2013-01-03 13:14:39.077;16;PARQUE LAS HERAS;21
32861;1390;2013-01-03 12:53:33.297;16;PARQUE LAS HERAS;2013-01-03 13:16:31.09;18;TRIBUNALES;23
42491;946;2013-01-03 12:53:53.81;10;OBELISCO;2013-01-03 13:12:55.67;18;TRIBUNALES;19
36812;656;2013-01-03 12:54:30.03;27;INDEPENDENCIA;2013-01-03 13:07:18.513;34;SUIPACHA;13
37376;582;2013-01-03 12:54:33.17;10;OBELISCO;2013-01-03 13:48:58.06;19;PLAZA VICENTE LOPEZ;54
41138;1137;2013-01-03 12:54:43.577;21;PACIFICO;2013-01-03 13:00:19.873;21;PACIFICO;6
61299;896;2013-01-03 12:54:47.327;17;UCA PUERTO MADERO;2013-01-03 13:01:49.513;24;PLAZA DE MAYO;7
44275;1513;2013-01-03 12:54:57.89;18;TRIBUNALES;2013-01-03 13:25:07.28;18;TRIBUNALES;30
7082;1327;2013-01-03 12:55:17.56;3;RETIRO;2013-01-03 13:03:55.593;6;DERECHO;9
38201;1075;2013-01-03 12:55:18.78;28;PLAZA SAN MARTIN;2013-01-03 13:19:02.593;28;PLAZA SAN MARTIN;24
71837;848;2013-01-03 12:56:00.81;3;RETIRO;2013-01-03 13:08:31.7;7;PLAZA ROMA;13
71797;1336;2013-01-03 12:56:24.89;6;DERECHO;2013-01-03 13:36:12.263;6;DERECHO;40
26246;248;2013-01-03 12:56:51.483;20;ONCE;2013-01-03 13:10:44.733;15;CONGRESO;14
50033;1274;2013-01-03 12:57:27.78;24;PLAZA DE MAYO;2013-01-03 13:19:02.187;20;ONCE;22
54504;1488;2013-01-03 12:57:38.373;16;PARQUE LAS HERAS;2013-01-03 13:07:00.89;19;PLAZA VICENTE LOPEZ;9
57343;1001;2013-01-03 12:57:53.09;15;CONGRESO;2013-01-03 13:46:45.403;20;ONCE;49
28493;78;2013-01-03 12:57:55.327;19;PLAZA VICENTE LOPEZ;2013-01-03 13:13:42.09;34;SUIPACHA;16
16070;954;2013-01-03 12:58:01.45;10;OBELISCO;2013-01-03 13:39:34.107;34;SUIPACHA;42
20717;1496;2013-01-03 12:58:09.577;24;PLAZA DE MAYO;2013-01-03 13:12:26.34;18;TRIBUNALES;14
22645;1249;2013-01-03 12:58:31.45;7;PLAZA ROMA;2013-01-03 15:03:54.593;20;ONCE;125
72166;1373;2013-01-03 12:58:34.047;24;PLAZA DE MAYO;2013-01-03 13:08:13.983;34;SUIPACHA;10
5316;1406;2013-01-03 12:58:44.793;16;PARQUE LAS HERAS;2013-01-03 13:30:58.64;25;PLAZA ALMAGRO;32
70376;1114;2013-01-03 12:58:48.293;22;VIRREY CEVALLOS;2013-01-03 13:13:46.077;35;ALSINA ;15
44731;332;2013-01-03 12:59:18.357;3;RETIRO;2013-01-03 13:28:18.763;37;PLAZA GÜEMES;29
47259;1355;2013-01-03 12:59:19.687;15;CONGRESO;2013-01-03 12:59:43.497;18;TRIBUNALES;0
38661;442;2013-01-03 12:59:20.513;7;PLAZA ROMA;2013-01-03 13:17:09.78;23;PLAZA HOUSSAY;18
66204;347;2013-01-03 12:59:27.593;10;OBELISCO;2013-01-03 13:19:15.937;10;OBELISCO;20
23839;496;2013-01-03 12:59:34.607;24;PLAZA DE MAYO;2013-01-03 13:22:00.013;10;OBELISCO;22
20969;743;2013-01-03 12:59:49.373;17;UCA PUERTO MADERO;2013-01-03 13:48:34.687;10;OBELISCO;49
37096;1146;2013-01-03 13:00:18.78;24;PLAZA DE MAYO;2013-01-03 13:20:16.467;24;PLAZA DE MAYO;20
10728;239;2013-01-03 13:00:22.81;34;SUIPACHA;2013-01-03 13:43:08.28;18;TRIBUNALES;43
23091;1109;2013-01-03 13:00:25.747;16;PARQUE LAS HERAS;2013-01-03 13:16:09.187;3;RETIRO;16
67010;1235;2013-01-03 13:00:27.967;7;PLAZA ROMA;2013-01-03 13:33:56.793;24;PLAZA DE MAYO;33
71770;259;2013-01-03 13:00:35.31;7;PLAZA ROMA;2013-01-03 13:08:54.733;17;UCA PUERTO MADERO;8
21727;831;2013-01-03 13:00:39.78;27;INDEPENDENCIA;2013-01-03 13:39:37.92;8;PLAZA ITALIA;39
32485;1158;2013-01-03 13:00:56.67;33;ARENALES;2013-01-03 13:05:00.373;19;PLAZA VICENTE LOPEZ;4
62906;984;2013-01-03 13:00:58.967;32;PARQUE PATRICIOS ;2013-01-03 13:36:06.937;9;PARQUE LEZAMA;35
35669;1415;2013-01-03 13:01:06.64;24;PLAZA DE MAYO;2013-01-03 13:16:12.373;18;TRIBUNALES;15
3994;1618;2013-01-03 13:01:12.56;9;PARQUE LEZAMA;2013-01-03 13:47:20.483;9;PARQUE LEZAMA;46
52620;1460;2013-01-03 13:01:17.653;9;PARQUE LEZAMA;2013-01-03 14:10:52.107;9;PARQUE LEZAMA;70
61687;455;2013-01-03 13:01:18.623;10;OBELISCO;2013-01-03 13:33:23.857;24;PLAZA DE MAYO;32
55431;501;2013-01-03 13:01:21.67;15;CONGRESO;2013-01-03 13:10:28.403;17;UCA PUERTO MADERO;9
60347;976;2013-01-03 13:01:30.403;22;VIRREY CEVALLOS;2013-01-03 13:13:40.39;17;UCA PUERTO MADERO;12
62908;839;2013-01-03 13:01:48.64;32;PARQUE PATRICIOS ;2013-01-03 13:35:53.187;9;PARQUE LEZAMA;34
70422;1433;2013-01-03 13:01:50.717;17;UCA PUERTO MADERO;2013-01-03 13:10:11.297;36;EMMA DE LA BARRA;8
55667;1434;2013-01-03 13:01:50.967;36;EMMA DE LA BARRA;2013-01-03 13:08:06.59;7;PLAZA ROMA;6
22838;1358;2013-01-03 13:02:09.327;5;ADUANA;2013-01-03 13:51:55.687;5;ADUANA;50
35731;1011;2013-01-03 13:02:14.187;23;PLAZA HOUSSAY;2013-01-03 13:11:18.39;18;TRIBUNALES;9
34430;880;2013-01-03 13:02:19.09;5;ADUANA;2013-01-03 13:51:48.467;5;ADUANA;49
20872;1355;2013-01-03 13:02:41.793;18;TRIBUNALES;2013-01-03 13:08:32.873;33;ARENALES;6
66211;719;2013-01-03 13:02:49.327;7;PLAZA ROMA;2013-01-03 13:27:43.827;8;PLAZA ITALIA;25
71642;1334;2013-01-03 13:03:19.967;36;EMMA DE LA BARRA;2013-01-03 13:13:55.937;7;PLAZA ROMA;11
53091;1338;2013-01-03 13:03:30.437;36;EMMA DE LA BARRA;2013-01-03 14:07:29.483;36;EMMA DE LA BARRA;64
69370;969;2013-01-03 13:03:35.593;36;EMMA DE LA BARRA;2013-01-03 13:13:42.747;7;PLAZA ROMA;10
16679;1507;2013-01-03 13:03:54.28;30;DISTRITO AUDIOVISUAL;2013-01-03 14:01:21.653;15;CONGRESO;57
67619;1395;2013-01-03 13:04:01.997;5;ADUANA;2013-01-03 13:14:18.467;3;RETIRO;10
58820;1097;2013-01-03 13:04:04.09;28;PLAZA SAN MARTIN;2013-01-03 13:25:53.997;28;PLAZA SAN MARTIN;22
5040;685;2013-01-03 13:04:04.373;37;PLAZA GÜEMES;2013-01-03 13:33:27.247;18;TRIBUNALES;29
70719;1623;2013-01-03 13:04:09.293;18;TRIBUNALES;2013-01-03 13:54:09.123;18;TRIBUNALES;50
72321;1469;2013-01-03 13:04:51.437;18;TRIBUNALES;2013-01-03 13:41:14.56;27;INDEPENDENCIA;36
43182;949;2013-01-03 13:04:53.84;36;EMMA DE LA BARRA;2013-01-03 13:14:10.56;7;PLAZA ROMA;9
41140;126;2013-01-03 13:04:56.17;33;ARENALES;2013-01-03 13:44:43.293;19;PLAZA VICENTE LOPEZ;40
39268;1449;2013-01-03 13:05:05.09;19;PLAZA VICENTE LOPEZ;2013-01-03 13:55:20.86;6;DERECHO;50
37993;1260;2013-01-03 13:05:16.06;17;UCA PUERTO MADERO;2013-01-03 13:16:41.14;9;PARQUE LEZAMA;11
67632;914;2013-01-03 13:05:27.123;35;ALSINA ;2013-01-03 13:12:21.247;5;ADUANA;7
44378;1188;2013-01-03 13:05:30.233;20;ONCE;2013-01-03 13:22:14.593;18;TRIBUNALES;17
72322;1634;2013-01-03 13:05:31.903;18;TRIBUNALES;2013-01-03 13:47:59.357;27;INDEPENDENCIA;42
65118;918;2013-01-03 13:05:55.997;33;ARENALES;2013-01-03 13:23:32.45;33;ARENALES;18
34490;694;2013-01-03 13:05:57.543;20;ONCE;2013-01-03 13:41:33.06;8;PLAZA ITALIA;36
67986;1156;2013-01-03 13:05:59.937;33;ARENALES;2013-01-03 13:13:30.263;18;TRIBUNALES;8
52484;1314;2013-01-03 13:06:01.89;22;VIRREY CEVALLOS;2013-01-03 13:27:51.17;22;VIRREY CEVALLOS;22
70445;452;2013-01-03 13:06:21.36;36;EMMA DE LA BARRA;2013-01-03 13:40:01.717;36;EMMA DE LA BARRA;34
15151;1184;2013-01-03 13:06:31.34;34;SUIPACHA;2013-01-03 13:34:08.187;19;PLAZA VICENTE LOPEZ;28
25976;1051;2013-01-03 13:06:47.34;8;PLAZA ITALIA;2013-01-03 13:48:18.64;6;DERECHO;42
52810;1057;2013-01-03 13:06:53.153;18;TRIBUNALES;2013-01-03 13:24:57.153;10;OBELISCO;18
54504;1488;2013-01-03 13:07:26.717;19;PLAZA VICENTE LOPEZ;2013-01-03 13:44:49.967;16;PARQUE LAS HERAS;37
